Date,Close,High,Low,Open,Volume,volume_missing,delivery_pct,nse_traded_qty,ticker,sector,is_fno,trading_day,month,year,typical_price,daily_range,daily_range_pct
2023-09-22,566.4935913085938,570.1398111649995,560.1008276451988,562.0896643296132,18784139,0,0.34799529539256496,18784139.0,SBIN.NS,Banking,True,4,9,2023,565.578076706264,10.038983519800695,0.01772126582510979
2023-09-25,562.6105346679688,569.6662630363052,559.2010838964593,569.6662630363052,9712784,0,0.36013289289661954,9712784.0,SBIN.NS,Banking,True,0,9,2023,563.8259605335778,10.465179139845873,0.018601107684593964
2023-09-26,562.9420776367188,563.5103001956123,559.9587646901778,562.5632240608297,8327427,0,0.34686128140180633,8327427.0,SBIN.NS,Banking,True,1,9,2023,562.1370475075029,3.551535505434572,0.006308882648005699
2023-09-27,558.5381469726562,562.8473317978076,557.0701905339704,562.0423402102848,9865347,0,0.5356730989796913,9865347.0,SBIN.NS,Banking,True,2,9,2023,559.485223101478,5.777141263837166,0.010343324435671878
2023-09-28,558.7276000976562,563.6997500083563,557.6857816238776,559.9587875621745,21960816,0,0.44379721591401705,21960816.0,SBIN.NS,Banking,True,3,9,2023,560.03771057663,6.013968384478744,0.010763685888127959
2023-09-29,566.8723754882812,568.2456473637309,560.0060739159695,561.4740302773386,12189735,0,0.3993127824353852,12189735.0,SBIN.NS,Banking,True,4,9,2023,565.0413655893273,8.239573447761359,0.014535147246616345
2023-10-03,571.03955078125,572.8863607525196,558.3960500586644,565.0255828135226,15322196,0,0.5425332635087033,15322196.0,SBIN.NS,Banking,True,1,10,2023,567.4406538641447,14.490310693855236,0.025375318879455492
2023-10-04,555.223388671875,568.6718814595422,553.5186631759601,568.2456856343284,24914612,0,0.4874945273079107,24914612.0,SBIN.NS,Banking,True,2,10,2023,559.1379777691258,15.153218283582078,0.027292110874200404
2023-10-05,560.8111572265625,562.8946784824502,556.0283764943421,558.7749204115613,13248028,0,0.39390971999757246,13248028.0,SBIN.NS,Banking,True,3,10,2023,559.9114040677849,6.866301988108148,0.012243518873741354
2023-10-06,562.7999877929688,567.2512571455039,560.8584932959413,561.9949962079626,8216780,0,0.2967764744827049,8216780.0,SBIN.NS,Banking,True,4,10,2023,563.6365794114713,6.392763849562584,0.011358855700462848
2023-10-09,554.13427734375,557.8278977513484,550.7721682985978,556.8808215242663,9189597,0,0.4234169354760606,9189597.0,SBIN.NS,Banking,True,0,10,2023,554.2447811312321,7.055729452750597,0.012732887571171973
2023-10-10,560.337646484375,563.5103285736951,554.7498738857847,555.9337191138808,10373508,0,0.35971312693835106,10373508.0,SBIN.NS,Banking,True,1,10,2023,559.5326163146183,8.760454687910396,0.01563424257298172
2023-10-11,557.2122192382812,565.4044509034987,556.5019121391563,565.309766412258,14220119,0,0.505010823045855,14220119.0,SBIN.NS,Banking,True,2,10,2023,559.7061940936454,8.902538764342466,0.01597692666631107
